57,39,3,13,61,53,12,72,20,55,33,20,35,38,39,73,56,43,49,51,18,58,30,44,54,63,41,35,12,4,73,63,14,2,8,6,44,49,23,24,16,60,36,72,11,44,61,61,64,64,54,52,0,29,72,6,39,6,39,30,62,59,63,44,67,63,68,12,56,15,67,13,63,66,1
36,38,68,7,34,73,3,28,13,27,63,8,47,73,25,15,69,30,40,19,22,37,65,18,16,35,62,43,73,35,7,54,63,55,28,73,72,64,39,38,0,15,67,4,7,32,48,69,50,24,58,41,22,23,47,35,41,37,2,70,47,7,70,21,49,48,17,33,68,1,14,28,37,52,51
61,3,28,71,46,35,38,16,67,20,21,32,2,73,20,46,72,11,2,35,52,47,39,63,21,61,10,70,21,71,46,63,50,64,19,13,44,40,17,15,5,10,48,25,60,11,7,1,22,26,52,43,71,42,41,53,55,38,49,23,19,58,0,4,43,1,8,53,60,25,59,26,49,11,71
50,67,49,69,71,29,60,36,43,54,14,39,72,2,8,61,64,26,49,54,5,73,65,11,35,35,41,64,0,26,51,56,13,74,27,18,9,37,47,73,0,31,34,17,74,71,56,50,32,72,23,18,4,26,45,14,24,21,57,39,10,48,21,51,60,15,43,33,17,43,52,73,58,12,49
4,40,27,4,53,25,50,10,24,46,20,57,5,17,58,23,3,68,43,30,12,12,50,38,30,7,72,45,2,35,21,8,22,71,55,23,36,32,13,42,0,71,16,63,60,53,31,52,29,46,70,28,38,37,28,36,44,5,3,6,62,72,41,44,47,74,50,25,50,71,59,23,34,52,60
42,61,66,65,24,24,35,33,13,51,34,67,33,13,35,49,11,70,15,4,21,31,45,32,14,16,32,69,18,8,8,64,13,68,74,67,54,29,47,35,19,35,20,26,22,66,30,33,54,37,31,64,42,2,35,24,29,3,20,14,21,52,55,65,24,17,39,36,4,29,10,49,18,18,63
13,30,59,48,74,73,22,28,9,21,5,27,27,9,53,31,36,56,39,27,19,10,5,46,42,18,59,7,10,58,13,12,21,5,57,59,73,8,52,6,15,65,49,20,40,67,45,48,53,67,50,57,8,60,46,19,5,17,50,54,48,11,5,47,61,5,74,36,71,72,1,42,1,66,37
37,32,15,9,4,35,62,34,31,48,20,40,54,33,70,34,47,12,5,40,55,36,15,2,0,19,70,58,2,45,37,11,25,41,45,38,10,27,40,60,8,10,45,38,54,39,29,25,4,41,14,73,48,33,70,5,66,39,61,26,16,61,30,72,65,65,60,38,67,21,34,61,47,53,24
44,64,74,34,30,20,51,70,55,11,47,71,43,63,22,66,34,8,11,36,19,15,8,20,51,60,23,5,26,17,27,34,45,60,3,57,33,68,37,68,7,40,63,69,17,59,23,68,11,47,68,9,16,70,24,50,57,50,49,2,59,8,4,46,13,59,51,24,41,40,49,47,39,53,12
7,22,15,58,40,46,73,22,21,70,3,9,73,25,17,9,20,50,64,2,54,0,55,22,18,24,9,3,72,49,28,5,12,12,29,32,29,30,66,73,70,17,71,13,27,63,68,46,56,54,63,72,58,50,56,57,11,63,54,70,57,48,33,1,68,26,28,41,50,41,23,37,45,50,3
