74,64,36,57,19,10,21,8,57,73,45,53,16,34,12,58,37,20,19,65,42,30,62,17,42,60,62,33,57,26,29,41,41,45,31,31,52,7,6,18,5,15,43,54,68,55,41,36,4,46,4,67,16,44,22,37,30,41,16,7,70,72,13,56,14,52,43,8,14,51,61,23,72,56,31
19,29,20,53,52,40,15,62,73,29,71,8,21,52,33,65,65,13,37,67,54,26,55,14,17,4,7,24,73,14,41,60,5,44,66,6,57,58,28,6,64,28,19,71,66,39,46,26,25,71,42,70,22,52,34,32,13,52,8,63,58,56,31,68,74,46,11,72,5,62,32,14,14,16,8
53,58,41,41,26,61,52,37,3,16,73,61,8,28,50,21,42,67,27,16,52,35,38,26,67,29,38,17,5,8,7,15,8,57,71,20,30,38,52,57,0,69,58,8,74,42,71,23,58,60,32,12,50,37,54,26,36,27,60,56,65,30,72,50,3,15,71,52,16,23,60,45,74,53,34
25,39,71,46,49,10,17,60,28,35,41,62,12,52,27,3,35,19,44,4,22,26,66,37,61,17,68,49,39,53,36,71,32,20,34,61,20,41,72,1,53,1,58,66,42,49,26,66,54,54,54,56,56,36,67,44,6,66,27,68,7,18,62,51,3,53,2,5,46,13,2,25,70,31,16
2,11,0,13,66,53,35,4,14,48,29,14,59,39,71,71,61,47,49,54,31,72,61,72,69,57,74,51,19,66,34,29,64,51,41,73,12,57,24,27,24,48,39,12,22,15,47,51,66,2,22,42,21,9,72,12,72,61,45,61,69,21,70,62,59,57,48,60,36,3,15,16,52,33,66
73,20,24,62,68,66,47,70,62,46,28,43,53,2,26,36,9,65,29,30,67,35,57,66,40,29,39,46,62,49,58,18,55,52,51,4,48,65,18,37,0,74,48,11,4,72,17,34,48,51,20,70,54,2,14,28,71,66,42,60,72,23,13,38,41,33,63,38,2,49,2,50,21,11,1
74,52,37,36,61,18,9,73,13,27,26,17,31,3,8,39,57,22,65,72,3,33,74,39,67,33,20,55,10,24,5,12,25,39,49,33,28,20,74,27,32,73,24,55,61,45,38,11,2,70,60,68,26,0,19,56,26,61,57,51,51,70,67,52,17,31,18,1,30,18,43,54,12,26,69
30,34,66,7,72,23,22,25,73,41,7,7,28,6,41,10,9,63,66,5,58,55,57,0,19,28,52,63,10,27,29,34,31,47,56,12,30,61,19,57,74,29,13,68,13,12,46,40,31,40,27,25,58,64,9,54,69,47,6,10,47,28,73,43,14,46,52,4,69,41,44,8,16,65,53
72,23,74,28,46,36,12,61,63,14,68,59,4,37,65,64,46,0,52,55,26,56,72,35,33,68,16,47,46,68,34,7,57,41,1,31,12,4,55,29,17,34,42,39,22,12,37,33,23,37,8,22,17,4,74,39,43,48,10,26,40,59,1,67,12,50,74,17,60,27,34,47,59,16,17
13,65,7,69,47,65,10,61,21,6,73,8,8,14,58,53,42,62,33,15,31,42,48,39,67,10,35,20,71,36,24,21,40,58,70,40,53,58,71,72,71,0,21,23,13,19,16,73,42,9,55,48,42,56,12,18,38,59,6,74,16,23,31,40,0,56,30,61,5,39,55,5,39,24,21
32,66,29,22,51,69,39,2,39,18,68,58,11,57,71,4,22,13,18,13,39,34,23,9,72,35,6,63,74,3,19,31,46,70,14,31,29,52,55,40,0,61,23,28,53,10,67,21,24,1,48,5,7,4,49,55,58,67,24,33,48,12,66,38,42,43,12,0,14,55,9,29,4,16,1
30,71,25,70,29,12,52,21,2,63,17,28,73,2,1,58,59,21,18,55,2,73,28,48,62,32,41,70,66,8,9,28,24,35,19,22,52,67,38,56,25,59,29,70,18,1,16,29,2,50,33,47,70,59,45,11,65,73,13,35,33,6,56,44,63,30,21,39,8,47,20,45,39,61,8
12,4,52,20,43,0,45,13,12,48,44,41,72,17,42,39,45,52,19,56,69,29,18,9,57,15,69,67,51,48,42,69,20,72,74,39,16,34,40,40,38,32,59,20,74,63,51,66,0,30,43,48,7,25,49,60,43,11,27,40,27,27,72,37,9,32,42,62,1,33,29,3,63,2,4
27,60,13,40,67,66,28,53,33,21,37,12,28,51,7,35,5,71,35,10,38,65,9,70,68,59,0,39,28,74,56,36,18,12,43,33,38,26,16,42,61,19,24,65,59,10,7,52,13,70,16,9,72,62,11,71,32,9,5,73,38,58,47,72,18,38,65,35,44,22,20,47,25,16,34
64,29,34,49,64,59,30,11,65,6,66,55,46,44,71,54,50,49,46,14,22,28,5,29,37,34,74,10,50,30,52,69,67,41,22,64,43,12,24,52,3,51,74,66,25,33,36,38,5,60,58,21,47,71,64,24,24,0,7,37,23,11,16,49,49,2,70,70,18,13,6,12,6,14,14
29,28,46,7,17,59,0,65,31,38,53,24,41,27,67,30,46,72,3,71,56,16,36,27,46,63,31,57,53,12,0,63,68,73,61,41,61,37,10,2,18,17,64,70,52,31,16,73,70,47,42,12,71,15,42,18,58,37,29,47,39,27,49,20,28,29,62,7,44,68,43,22,42,72,53
23,57,70,12,13,37,4,30,52,69,6,19,24,71,52,43,43,1,52,18,50,26,61,11,8,47,9,21,58,29,3,13,27,68,29,27,65,34,57,69,9,59,15,62,64,8,25,43,48,30,27,46,32,70,13,12,30,43,62,57,65,46,2,61,74,65,9,10,48,25,33,0,11,26,70
1,33,20,33,7,27,1,69,65,50,37,50,4,9,35,8,36,25,52,1,57,54,38,23,23,13,34,12,14,33,49,36,54,65,36,49,6,36,13,50,49,19,68,28,6,35,7,72,13,40,71,52,16,73,70,36,9,44,4,2,19,64,18,1,2,21,38,36,45,21,60,61,55,0,48
38,57,54,23,30,43,23,70,43,66,17,61,3,43,5,45,51,3,7,52,18,61,40,68,13,70,22,38,3,25,25,36,58,24,29,68,33,72,11,20,6,61,61,27,26,65,20,61,4,55,48,67,28,36,56,72,41,32,55,37,59,58,10,70,19,2,36,34,32,24,3,53,52,29,50
21,66,32,13,64,11,27,21,44,47,30,5,62,20,38,15,63,63,69,10,24,44,66,65,48,35,16,39,47,4,41,44,38,72,62,50,14,5,59,58,51,71,38,47,41,14,35,16,55,60,62,29,46,41,12,71,46,6,10,31,49,10,13,45,4,34,29,37,54,73,67,18,57,35,42
52,32,7,36,65,1,54,23,22,65,71,20,21,68,70,59,62,63,15,65,52,27,6,53,3,38,26,21,39,29,1,39,11,10,40,19,32,44,51,49,59,33,72,36,34,18,70,61,58,68,4,54,58,70,60,59,35,57,14,10,28,53,30,51,70,16,74,4,11,21,42,20,2,65,52
73,9,66,17,22,11,4,72,41,68,39,50,15,47,37,35,48,56,52,62,61,74,22,18,21,53,38,50,30,12,31,27,62,8,5,54,61,14,63,61,4,60,32,61,56,30,26,44,40,45,55,2,9,11,56,2,31,13,29,50,68,60,22,32,14,51,65,28,25,29,46,7,47,50,36
