30,65,16,24,67,64,6,27,50,54,49,50,64,36,3,58,40,55,46,59,2,27,47,23,42,71,11,28,36,65,5,1,59,8,57,41,47,62,66,14,34,31,39,63,37,47,41,25,22,47,20,37,15,28,37,9,4,41,30,8,17,61,67,34,51,32,72,32,40,74,52,21,42,15,46
66,4,54,71,26,15,33,10,66,58,52,24,14,71,54,2,39,27,44,19,15,74,52,42,60,22,2,24,34,3,49,0,29,53,29,39,57,21,39,1,71,10,21,37,53,27,72,56,60,26,28,10,31,21,28,57,4,15,49,35,69,50,54,57,39,24,42,66,71,20,51,5,6,73,33
12,41,41,49,69,27,9,44,26,46,57,55,68,7,13,65,22,2,39,69,20,44,13,24,33,20,10,59,35,49,43,4,54,35,54,15,16,1,72,20,22,41,70,60,60,49,3,24,41,69,59,44,68,73,35,64,9,28,44,27,10,10,38,73,23,18,50,31,74,58,15,55,15,21,45
62,30,29,22,70,64,37,47,37,57,73,1,1,57,15,10,64,2,25,11,12,36,42,29,50,64,68,37,4,31,1,47,40,22,18,68,45,43,16,28,47,45,8,46,66,60,56,6,8,32,0,36,1,65,70,34,22,65,44,73,66,5,11,65,61,37,45,60,17,63,18,45,28,73,20
51,68,54,31,16,28,59,47,58,23,13,17,35,54,74,54,68,6,63,70,2,18,1,57,29,63,8,41,48,55,42,25,38,10,50,26,24,35,54,54,45,33,3,21,16,65,4,30,21,50,11,42,50,74,56,8,46,74,69,11,70,4,42,51,61,2,64,15,26,42,31,5,46,21,15
9,67,28,10,44,65,40,28,60,3,50,10,52,14,13,17,32,60,54,32,2,71,19,14,62,38,12,14,48,60,20,47,26,3,67,28,30,17,42,38,72,14,35,15,35,25,57,63,44,12,33,47,29,23,13,47,46,1,45,39,31,28,11,71,69,45,28,10,44,14,37,64,36,57,19
22,67,50,51,36,13,42,32,54,10,39,20,62,41,49,59,16,60,13,70,55,22,45,32,58,48,17,9,12,64,13,72,12,25,41,57,71,52,11,9,31,22,53,18,30,74,7,35,5,9,60,43,15,0,2,35,43,5,31,29,61,12,37,69,67,51,51,61,72,24,74,1,5,2,44
7,45,17,1,51,43,42,6,58,54,23,22,17,30,31,18,44,33,72,47,45,5,58,13,27,74,58,27,58,5,5,57,62,41,49,67,64,15,14,33,38,53,45,64,66,35,17,65,50,41,56,17,9,54,12,52,8,60,13,31,44,51,50,42,16,65,63,57,73,56,39,40,60,30,55
39,35,63,74,31,46,47,56,67,17,52,46,17,0,6,10,48,66,59,24,26,5,70,3,34,34,14,10,52,3,72,5,66,11,9,66,52,55,21,30,13,10,50,66,74,10,52,57,64,4,6,74,23,52,32,58,70,2,47,54,62,52,38,40,25,42,53,38,62,25,60,4,61,54,46
21,56,14,1,74,1,55,13,12,41,57,43,63,8,33,55,24,1,39,29,30,26,8,27,42,29,4,54,31,54,48,69,45,29,52,69,61,32,9,6,33,68,31,54,16,46,2,25,72,35,8,32,72,19,26,27,18,37,51,70,10,21,57,68,52,0,65,60,55,66,46,58,69,72,55
41,44,21,16,34,34,33,74,41,4,24,15,66,63,27,47,55,19,34,40,12,34,74,19,28,18,12,54,74,74,52,38,39,56,28,63,31,42,21,8,9,33,26,35,74,70,56,65,24,57,74,54,4,39,68,72,28,33,33,18,2,12,31,29,14,33,44,30,45,30,32,57,62,74,34
72,69,63,72,45,29,69,47,72,16,19,17,49,4,53,5,43,4,11,29,11,46,23,70,11,10,15,57,74,24,60,43,3,67,43,53,17,8,58,29,61,12,45,60,15,50,41,22,38,18,71,51,45,40,12,9,5,12,15,55,27,17,0,71,60,17,8,41,17,12,35,55,45,62,6
21,4,49,33,26,0,23,27,50,35,67,22,8,60,14,5,61,19,4,49,31,42,1,20,9,18,17,52,72,46,28,55,23,17,65,67,30,34,5,24,55,63,72,26,74,20,74,24,60,44,33,16,56,6,9,50,74,3,34,69,28,21,57,13,43,9,34,33,73,2,28,53,61,60,54
72,2,33,39,24,39,66,21,7,50,2,52,36,27,60,35,59,54,48,48,45,46,64,67,70,15,32,74,4,73,34,9,5,12,54,31,19,16,73,15,67,1,22,0,20,20,15,22,21,31,56,6,72,47,36,39,55,35,55,62,50,60,14,27,4,38,31,37,53,28,64,67,45,41,27
58,34,57,58,65,10,72,28,42,74,64,51,21,15,2,48,18,49,70,25,10,37,36,65,69,18,32,27,63,39,65,50,70,2,34,16,28,66,22,54,56,35,10,31,3,5,67,62,45,26,30,5,67,54,58,59,20,36,46,65,67,16,2,2,61,66,12,61,22,15,17,28,47,22,65
69,4,7,55,56,67,47,4,55,1,1,3,4,17,24,64,61,14,5,22,69,48,18,63,65,18,72,56,15,31,64,21,60,74,53,10,34,53,57,58,23,13,47,31,61,29,42,65,28,68,72,35,73,51,65,49,25,28,37,44,53,52,13,7,31,8,61,50,69,12,73,65,30,26,32
52,6,36,49,8,58,40,41,32,20,43,28,26,24,60,40,42,4,38,23,26,24,3,46,36,27,19,42,11,26,16,28,37,40,54,70,6,64,61,43,28,58,22,9,51,65,37,37,9,52,45,45,61,3,51,48,55,3,6,67,21,66,13,41,66,68,57,72,34,27,8,63,74,52,28
33,19,44,7,29,58,55,41,9,36,68,53,55,27,10,46,61,58,58,51,10,5,42,41,23,43,22,56,22,43,73,52,26,23,43,23,69,51,57,12,1,44,15,11,27,64,6,20,67,17,13,17,66,49,48,66,31,50,8,41,50,74,39,41,41,3,13,17,36,4,35,53,1,61,30
53,50,26,65,72,15,18,71,54,38,62,25,70,2,39,72,25,15,38,60,23,1,57,3,16,9,64,53,28,62,72,52,1,4,47,69,6,68,41,42,27,50,5,62,28,44,71,59,59,0,51,8,24,55,47,1,50,37,18,33,47,57,58,43,49,35,38,71,70,26,65,5,0,55,1
27,32,17,39,31,7,37,64,5,35,15,17,23,26,61,19,2,59,11,29,58,14,7,13,20,72,68,0,52,10,16,49,67,53,57,20,40,7,36,64,72,65,71,55,43,51,50,24,31,36,2,51,18,68,63,64,14,47,35,38,27,3,1,51,69,63,19,39,55,13,19,24,20,21,64
66,12,42,2,74,51,21,52,34,35,41,22,28,64,0,44,55,73,65,22,21,69,64,38,62,22,37,25,14,71,51,36,43,26,7,67,34,39,23,32,38,58,58,30,14,9,65,19,34,42,54,13,1,67,35,22,71,8,22,24,58,0,41,16,17,53,67,23,29,0,72,7,26,10,49
38,14,67,60,30,60,11,53,2,13,45,0,28,65,28,19,26,5,61,17,33,60,35,24,73,33,24,44,71,3,57,63,27,5,43,44,73,57,47,6,45,9,66,29,22,5,35,74,39,44,49,10,35,45,6,13,13,6,63,27,23,39,23,60,21,28,64,45,59,5,12,10,61,20,42
44,1,46,30,56,14,37,3,67,44,47,48,38,25,18,7,1,35,10,70,50,26,10,45,48,65,48,55,32,23,68,44,13,12,49,46,3,1,15,19,35,56,70,45,60,63,11,4,65,27,48,59,19,64,24,24,46,50,23,16,45,49,56,54,36,28,46,29,43,71,22,56,9,33,22
