31,66,17,25,68,65,7,28,51,55,50,51,65,37,4,59,41,56,47,60,3,28,48,24,43,72,12,29,37,66,6,2,60,9,58,42,48,63,67,15,35,32,40,64,38,48,42,26,23,48,21,38,16,29,38,10,5,42,31,9,18,62,68,35,52,33,73,33,41,75,53,22,43,16,47
67,5,55,72,27,16,34,11,67,59,53,25,15,72,55,3,40,28,45,20,16,75,53,43,61,23,3,25,35,4,50,1,30,54,30,40,58,22,40,2,72,11,22,38,54,28,73,57,61,27,29,11,32,22,29,58,5,16,50,36,70,51,55,58,40,25,43,67,72,21,52,6,7,74,34
13,42,42,50,70,28,10,45,27,47,58,56,69,8,14,66,23,3,40,70,21,45,14,25,34,21,11,60,36,50,44,5,55,36,55,16,17,2,73,21,23,42,71,61,61,50,4,25,42,70,60,45,69,74,36,65,10,29,45,28,11,11,39,74,24,19,51,32,75,59,16,56,16,22,46
63,31,30,23,71,65,38,48,38,58,74,2,2,58,16,11,65,3,26,12,13,37,43,30,51,65,69,38,5,32,2,48,41,23,19,69,46,44,17,29,48,46,9,47,67,61,57,7,9,33,1,37,2,66,71,35,23,66,45,74,67,6,12,66,62,38,46,61,18,64,19,46,29,74,21
52,69,55,32,17,29,60,48,59,24,14,18,36,55,75,55,69,7,64,71,3,19,2,58,30,64,9,42,49,56,43,26,39,11,51,27,25,36,55,55,46,34,4,22,17,66,5,31,22,51,12,43,51,75,57,9,47,75,70,12,71,5,43,52,62,3,65,16,27,43,32,6,47,22,16
10,68,29,11,45,66,41,29,61,4,51,11,53,15,14,18,33,61,55,33,3,72,20,15,63,39,13,15,49,61,21,48,27,4,68,29,31,18,43,39,73,15,36,16,36,26,58,64,45,13,34,48,30,24,14,48,47,2,46,40,32,29,12,72,70,46,29,11,45,15,38,65,37,58,20
23,68,51,52,37,14,43,33,55,11,40,21,63,42,50,60,17,61,14,71,56,23,46,33,59,49,18,10,13,65,14,73,13,26,42,58,72,53,12,10,32,23,54,19,31,75,8,36,6,10,61,44,16,1,3,36,44,6,32,30,62,13,38,70,68,52,52,62,73,25,75,2,6,3,45
8,46,18,2,52,44,43,7,59,55,24,23,18,31,32,19,45,34,73,48,46,6,59,14,28,75,59,28,59,6,6,58,63,42,50,68,65,16,15,34,39,54,46,65,67,36,18,66,51,42,57,18,10,55,13,53,9,61,14,32,45,52,51,43,17,66,64,58,74,57,40,41,61,31,56
40,36,64,75,32,47,48,57,68,18,53,47,18,1,7,11,49,67,60,25,27,6,71,4,35,35,15,11,53,4,73,6,67,12,10,67,53,56,22,31,14,11,51,67,75,11,53,58,65,5,7,75,24,53,33,59,71,3,48,55,63,53,39,41,26,43,54,39,63,26,61,5,62,55,47
22,57,15,2,75,2,56,14,13,42,58,44,64,9,34,56,25,2,40,30,31,27,9,28,43,30,5,55,32,55,49,70,46,30,53,70,62,33,10,7,34,69,32,55,17,47,3,26,73,36,9,33,73,20,27,28,19,38,52,71,11,22,58,69,53,1,66,61,56,67,47,59,70,73,56
42,45,22,17,35,35,34,75,42,5,25,16,67,64,28,48,56,20,35,41,13,35,75,20,29,19,13,55,75,75,53,39,40,57,29,64,32,43,22,9,10,34,27,36,75,71,57,66,25,58,75,55,5,40,69,73,29,34,34,19,3,13,32,30,15,34,45,31,46,31,33,58,63,75,35
73,70,64,73,46,30,70,48,73,17,20,18,50,5,54,6,44,5,12,30,12,47,24,71,12,11,16,58,75,25,61,44,4,68,44,54,18,9,59,30,62,13,46,61,16,51,42,23,39,19,72,52,46,41,13,10,6,13,16,56,28,18,1,72,61,18,9,42,18,13,36,56,46,63,7
22,5,50,34,27,1,24,28,51,36,68,23,9,61,15,6,62,20,5,50,32,43,2,21,10,19,18,53,73,47,29,56,24,18,66,68,31,35,6,25,56,64,73,27,75,21,75,25,61,45,34,17,57,7,10,51,75,4,35,70,29,22,58,14,44,10,35,34,74,3,29,54,62,61,55
73,3,34,40,25,40,67,22,8,51,3,53,37,28,61,36,60,55,49,49,46,47,65,68,71,16,33,75,5,74,35,10,6,13,55,32,20,17,74,16,68,2,23,1,21,21,16,23,22,32,57,7,73,48,37,40,56,36,56,63,51,61,15,28,5,39,32,38,54,29,65,68,46,42,28
59,35,58,59,66,11,73,29,43,75,65,52,22,16,3,49,19,50,71,26,11,38,37,66,70,19,33,28,64,40,66,51,71,3,35,17,29,67,23,55,57,36,11,32,4,6,68,63,46,27,31,6,68,55,59,60,21,37,47,66,68,17,3,3,62,67,13,62,23,16,18,29,48,23,66
70,5,8,56,57,68,48,5,56,2,2,4,5,18,25,65,62,15,6,23,70,49,19,64,66,19,73,57,16,32,65,22,61,75,54,11,35,54,58,59,24,14,48,32,62,30,43,66,29,69,73,36,74,52,66,50,26,29,38,45,54,53,14,8,32,9,62,51,70,13,74,66,31,27,33
53,7,37,50,9,59,41,42,33,21,44,29,27,25,61,41,43,5,39,24,27,25,4,47,37,28,20,43,12,27,17,29,38,41,55,71,7,65,62,44,29,59,23,10,52,66,38,38,10,53,46,46,62,4,52,49,56,4,7,68,22,67,14,42,67,69,58,73,35,28,9,64,75,53,29
34,20,45,8,30,59,56,42,10,37,69,54,56,28,11,47,62,59,59,52,11,6,43,42,24,44,23,57,23,44,74,53,27,24,44,24,70,52,58,13,2,45,16,12,28,65,7,21,68,18,14,18,67,50,49,67,32,51,9,42,51,75,40,42,42,4,14,18,37,5,36,54,2,62,31
54,51,27,66,73,16,19,72,55,39,63,26,71,3,40,73,26,16,39,61,24,2,58,4,17,10,65,54,29,63,73,53,2,5,48,70,7,69,42,43,28,51,6,63,29,45,72,60,60,1,52,9,25,56,48,2,51,38,19,34,48,58,59,44,50,36,39,72,71,27,66,6,1,56,2
28,33,18,40,32,8,38,65,6,36,16,18,24,27,62,20,3,60,12,30,59,15,8,14,21,73,69,1,53,11,17,50,68,54,58,21,41,8,37,65,73,66,72,56,44,52,51,25,32,37,3,52,19,69,64,65,15,48,36,39,28,4,2,52,70,64,20,40,56,14,20,25,21,22,65
67,13,43,3,75,52,22,53,35,36,42,23,29,65,1,45,56,74,66,23,22,70,65,39,63,23,38,26,15,72,52,37,44,27,8,68,35,40,24,33,39,59,59,31,15,10,66,20,35,43,55,14,2,68,36,23,72,9,23,25,59,1,42,17,18,54,68,24,30,1,73,8,27,11,50
39,15,68,61,31,61,12,54,3,14,46,1,29,66,29,20,27,6,62,18,34,61,36,25,74,34,25,45,72,4,58,64,28,6,44,45,74,58,48,7,46,10,67,30,23,6,36,75,40,45,50,11,36,46,7,14,14,7,64,28,24,40,24,61,22,29,65,46,60,6,13,11,62,21,43
45,2,47,31,57,15,38,4,68,45,48,49,39,26,19,8,2,36,11,71,51,27,11,46,49,66,49,56,33,24,69,45,14,13,50,47,4,2,16,20,36,57,71,46,61,64,12,5,66,28,49,60,20,65,25,25,47,51,24,17,46,50,57,55,37,29,47,30,44,72,23,57,10,34,23
25,12,53,72,31,46,48,27,35,49,43,49,35,56,57,20,38,45,30,23,32,54,6,67,33,13,3,73,49,27,20,69,72,74,11,51,10,34,23,64,67,65,33,24,25,45,20,43,17,34,49,66,16,48,24,16,15,64,73,48,8,61,41,51,7,54,22,64,71,75,71,55,17,15,5
15,74,49,70,50,36,37,48,46,29,27,17,34,27,1,55,20,65,73,56,11,59,73,55,36,13,42,32,7,6,51,47,61,52,53,73,55,21,10,55,73,14,49,27,20,5,60,61,53,52,74,75,19,27,51,6,58,37,3,9,66,53,6,34,59,16,54,22,4,63,71,30,23,13,22
52,72,16,27,35,62,62,14,14,56,39,58,42,7,1,27,57,72,58,9,15,12,62,48,55,31,48,42,54,64,15,72,50,21,45,44,50,50,32,57,28,19,21,58,32,59,23,41,50,22,61,12,50,8,12,42,51,20,30,50,60,67,40,15,46,41,12,41,8,23,12,8,54,14,22
73,43,6,54,11,57,42,30,12,7,39,49,70,38,6,55,65,47,21,47,72,32,41,65,32,60,67,40,30,51,10,65,36,65,1,51,34,56,74,6,12,13,4,71,4,42,35,61,50,3,9,70,7,43,61,72,17,59,14,35,60,62,19,29,66,51,32,18,4,22,53,58,67,45,74
